"Coefficient","CpG"
-0.00212268983218562,"cg24238995"
7.35904027489506e-05,"cg25550564"
-0.00119541184923883,"cg27043010"
-0.000504034884047417,"cg02453726"
-0.00478804352412066,"cg17621389"
0.00104160485433021,"cg03814316"
-0.00520576783116978,"cg14041194"
0.000660172292625917,"cg12355813"
-0.000230392090309164,"cg26787505"
0.000855205288212376,"cg20098514"
0.00087891424318299,"cg06496344"
-0.00205354322056638,"cg08379987"
-0.000419673549745119,"cg20670302"
-0.00316827603827899,"cg01926858"
-0.00318720075766484,"cg06999791"
-0.00288423554739177,"cg20045910"
0.00195039921511486,"cg06803853"
0.00100303174270248,"cg09248655"
0.0319370396282148,"cg07769588"
0.00787017044390136,"cg25921813"
0.00162529246449225,"cg09597616"
-0.000383405839730999,"cg18358762"
0.00574448647853508,"cg27174787"
-2.53547320015493e-05,"cg27445169"
0.00182288097711546,"cg14096353"
0.00162539358969282,"cg20308204"
-0.00161353684411285,"cg13655385"
0.000589199597448702,"cg10831285"
-0.000199848574953029,"cg08615694"
-0.00210529563283752,"cg07898446"
0.00566260171110229,"cg12825804"
0.00483386115182885,"cg01101873"
-0.00227270901320989,"cg19299265"
-0.00154656557546615,"cg16278077"
0.0105994167040424,"cg25221975"
-0.00145961177150254,"cg00254608"
0.00263836861222213,"cg17054691"
0.0060653942472683,"cg17023648"
0.00363159847755263,"cg21432842"
-0.000753899272153525,"cg22685502"
-0.0032977423972108,"cg02993010"
0.00173246428610546,"cg05812452"
0.00221446387350326,"cg04230910"
0.028498401234957,"cg07839457"
0.000250422310532016,"cg11571772"
0.0047285243033304,"cg04546097"
0.00192368891468416,"cg27326026"
0.00229471874412463,"cg08657228"
0.0040863436944858,"cg17475063"
-0.00273895872803425,"cg02851873"
0.000287667202833325,"cg04021497"
0.00451766619949739,"cg15615968"
0.0235227000833566,"cg06898549"
0.00243389966502971,"cg12171221"
0.00251663077496325,"cg01760756"
0.0109391384371407,"cg16734795"
0.00499879479819959,"cg00409260"
0.00196320584479622,"cg16616918"
0.00626547418389414,"cg20318217"
0.0020292167638711,"cg06650255"
-0.0328033472348099,"cg17942763"
0.00170023321350945,"cg14249564"
-0.000653852207581628,"cg26278228"
-0.00117174976095037,"cg13432737"
0.00166501352048138,"cg10335333"
0.00521602784336137,"cg11666017"
0.0126273639084094,"cg19750657"
-0.000186066002302035,"cg15826006"
-0.00187226647276057,"cg26446535"
-0.0351542343781535,"cg05991220"
0.00211964022114121,"cg22254104"
0.000124157260808586,"cg25956483"
0.00664896619026387,"cg16113433"
-0.00331436285463551,"cg09132944"
0.00478100664321297,"cg10666248"
-0.000291434684176553,"cg06590173"
-0.00161779453614396,"cg09661926"
-0.00212803671421905,"cg13824500"
-0.000978809482667048,"cg27287305"
-0.0018080695377576,"cg18198999"
0.0018748407643328,"cg15930041"
0.000403129141594106,"cg26979299"
0.00650865703811678,"cg00862597"
-0.00281119163269209,"cg17977556"
0.00042921492027386,"cg25212351"
0.00158682361966131,"cg23459424"
0.00347319953124986,"cg08857713"
0.00218440290226167,"cg03946530"
0.000481429818798576,"cg21240048"
0.00467253108843197,"cg16544989"
-0.00231691940119204,"cg27665829"
0.00667261908764051,"cg15530112"
0.00388710613526703,"cg22778120"
0.00429883739681045,"cg00018229"
0.0158232898583498,"cg26856289"
0.000443157380600032,"cg25372607"
-0.000715276473088077,"cg21400802"
3.88579871476336e-06,"cg18476517"
0.00223682252326214,"cg06543221"
-0.00140223883770407,"cg05695384"
0.00172080549438628,"cg19756313"
-0.00314851895628949,"cg15503799"
0.000835323872797288,"cg18284070"
0.00151032237299344,"cg05590442"
0.0016571083245626,"cg22871721"
0.00214774825315567,"cg16773162"
-0.000804631394141943,"cg02723107"
0.00337703064973033,"cg00907427"
-0.00015866801793346,"cg16412460"
-0.00015390794404761,"cg19488149"
-0.00540518547582529,"cg08970050"
0.00290220857479402,"cg04986899"
-0.000919963686720363,"cg20034856"
-0.00416678560393966,"cg02078520"
0.0052627969714406,"cg06418652"
0.00100381290288239,"cg05576705"
0.00184823478871924,"cg10914137"
0.00127069561839257,"cg22838079"
-0.0073467124598617,"cg18015393"
-0.00317102411274608,"cg05682968"
0.000133490011305748,"cg15705813"
-0.000589189580804523,"cg18411040"
-0.000522990095601478,"cg01739960"
-0.000640669158523675,"cg08462501"
0.00306010611920727,"cg18809126"
0.00305981393582638,"cg12722337"
0.001371403086293,"cg05599160"
-0.00433997625015338,"cg21524061"
0.00143246373385955,"cg27119222"
0.00152696243344254,"cg22766120"
-0.000447355213771528,"cg15135222"
-0.00283435512435814,"cg07491702"
-0.000343291367179127,"cg14532344"
0.0126675776587375,"cg09063663"
-0.00418990545966135,"cg01407861"
0.0031331907176092,"cg21085022"
-0.00287973097552283,"cg08666707"
0.00577402318477839,"cg13648501"
-0.00271483116847154,"cg08294506"
0.00809227826137237,"cg13700897"
0.0120459048459225,"cg01944226"
0.0018682228524651,"cg06179657"
-0.00722532513050168,"cg03942922"
0.01554387362755,"cg15721584"
0.00511266001052132,"cg24021129"
0.00260617200618738,"cg26390598"
-0.0248667741539846,"cg03619256"
0.00450498419904672,"cg14519518"
0.0125669076065227,"cg05641843"
-0.000830783718056507,"cg18512930"
0.00444808280901588,"cg12420948"
-0.00687945198153586,"cg07132686"
0.00168094849040533,"cg17553080"
0.00130516969829295,"cg24171689"
0.00437630928029959,"cg16565692"
0.000314650490187052,"cg09816420"
0.00191955722653349,"cg07992659"
0.000161592630341293,"cg05406101"
0.0101233371578599,"cg14195992"
-0.00156112218414855,"cg08144444"
0.000787118716028996,"cg20191858"
8.63530420606457e-05,"cg11448883"
0.00130483345017589,"cg24319836"
-0.00152671454489631,"cg19815565"
0.0117254902541012,"cg05858889"
0.000817300490363247,"cg01109227"
0.00217862991427999,"cg20656868"
0.000929304931406932,"cg08115371"
-0.00276309926351853,"cg04247966"
-0.0045319397396243,"cg03219514"
0.0163963067148268,"cg06876354"
-0.0034205864356246,"cg08767044"
-0.0016945469655697,"cg08857936"
0.00062075233212492,"cg11037576"
-0.00173029124522914,"cg10392721"
0.00353607098294249,"cg18887961"
0.000170325162930705,"cg24579218"
0.00117317135961016,"cg26544742"
0.019830366762167,"cg22130673"
-0.0013468465689182,"cg26031046"
0.00408766361878121,"cg23074996"
0.00455309592778766,"cg26577973"
0.0011911495758034,"cg12866859"
-0.00155109226388874,"cg14941541"
0.00287674943229874,"cg26229201"
0.00193654562045469,"cg18754388"
0.000496487139167543,"cg00361992"
-0.000518615041166465,"cg18090894"
-0.000303097138367076,"cg20813965"
0.000457769016181697,"cg23643343"
-0.00317806784520124,"cg18348318"
-0.000535178870594678,"cg20004451"
0.00123905858489122,"cg14233716"
-0.00164125720195985,"cg17001898"
0.00208422232658961,"cg05223638"
-0.00167639685937782,"cg15896579"
-0.00110512721284232,"cg23443327"
-0.0208912038906593,"cg17501210"
0.00501816671074914,"cg03216966"
0.00118612717334305,"cg21754824"
0.000319362687542174,"cg25813345"
0.0142797604608698,"cg02544002"
0.00404134265960291,"cg14282634"
-0.00231616325939702,"cg08175928"
0.000938793656205756,"cg19236995"
-0.000299429280010625,"cg23254737"
-0.00103059720057517,"cg25142614"
0.00547416026919383,"cg11797485"
-0.00680392694184688,"cg20706049"
-0.000981201161146026,"cg04696980"
-0.00446950455769477,"cg23908794"
-0.00128410355902068,"cg14408990"
-0.000281292566447542,"cg04626413"
-0.00414240848649568,"cg27638057"
-5.99911846091431e-06,"cg06617217"
0.000970694341275201,"cg08051604"
3.69091373543601e-05,"cg01129886"
0.0046401154503575,"cg11927233"
-1.35375811043548e-05,"cg08467760"
-0.000228043576792584,"cg03057083"
-0.00156167185691058,"cg10759769"
-0.00105134835508086,"cg03841784"
-0.000507271292910444,"cg00144022"
-0.00106180927146138,"cg13576904"
-0.000142143559608639,"cg02427468"
7.07159581153578e-05,"cg11040940"
6.85103002292037e-05,"cg01446393"
0.00105729812482202,"cg09055822"
-0.00482232267983614,"cg20341251"
-0.00122628141702358,"cg18844850"
0.00896011457760023,"cg23235965"
0.00213895885241167,"cg21134610"
0.00241895591989101,"cg05088257"
-0.000482826291011106,"cg12555033"
0.0111478425836371,"cg27312916"
0.00111978723559711,"cg11212329"
-0.00426000043749709,"cg17157198"
-0.00252565846470779,"cg01486558"
-0.00787640703823232,"cg06583438"
-1.34060188467144e-05,"cg24027061"
-0.00294924350303891,"cg26331096"
0.00302965612336481,"cg26140475"
0.000344084959093106,"cg19169154"
0.000936962521351244,"cg04869770"
0.00343026543185823,"cg23111276"
0.00178978585565359,"cg01204844"
-0.0151815813122667,"cg12729894"
-0.000234231853776058,"cg27382459"
0.000710538793649339,"cg22793130"
0.00664736510411455,"cg23847700"
-0.000263046544980149,"cg08210468"
0.00517308223679118,"cg09714184"
-2.37232762384453e-05,"cg01824466"
-0.00011837966220172,"cg03562770"
-0.00201055401010869,"cg22443541"
0.000759184214227764,"cg12660343"
-0.000544921257737071,"cg14887099"
-0.00397243075062746,"cg13403462"
0.000753600466219463,"cg19167230"
-0.00522638004240043,"cg22693030"
0.00282061105659219,"cg05260733"
-0.00693140001413081,"cg07603991"
-0.00455879727967855,"cg25099597"
0.00287840270634232,"cg05131266"
0.000503934316937351,"cg13725167"
-0.00455444780919341,"cg02043791"
-0.00767115394545387,"cg09918091"
0.00665488262267711,"cg25796062"
0.00130005145677986,"cg16417606"
0.00169662260690663,"cg12284836"
-0.00505113239996234,"cg05201344"
-0.00517837150634345,"cg17566175"
-0.000862859421704136,"cg08828036"
0.0019321438814247,"cg04594399"
0.000452920116723618,"cg02811434"
0.00167769285304499,"cg02238760"
0.00667062168259685,"cg26108621"
-0.000563343282750638,"cg08272105"
0.000704508199709551,"cg12352403"
-0.0134259242116026,"cg19202384"
0.000552330982149783,"cg14192029"
0.00324703138726822,"cg11785471"
-0.00108735226926247,"cg07061145"
-0.00476442601106122,"cg27270565"
0.0101548428781165,"cg07514618"
0.00733804024732145,"cg19836894"
-0.00149693005655027,"cg25458034"
0.00341845653495378,"cg06021189"
0.00104150102786273,"cg13400306"
-1.32901981949388e-05,"cg27130176"
-6.09442000121283e-05,"cg25745945"
0.000954435272879055,"cg25392060"
0.00239687938631351,"cg25008857"
0.000462004189464091,"cg22450878"
-0.00155385061385805,"cg02758964"
0.00231625520498336,"cg20212877"
0.000459878395794523,"cg16816602"
-0.00399162066092394,"cg04138746"
-0.0383570217720151,"cg01787285"
-0.00320531178597833,"cg27241134"
0.00177064577230181,"cg11602148"
0.00260650706384503,"cg26657725"
-0.0199922654529831,"cg19016694"
0.00402037507165832,"cg16629695"
-0.0063392089675281,"cg26710819"
0.0015328006537554,"cg26403843"
-0.00547264633371564,"cg02667103"
-0.00056557885426478,"cg26562141"
0.00503763192697185,"cg23329411"
0.00391939322518427,"cg07528661"
0.00116713273653701,"cg15230397"
0.00696305953358394,"cg03894242"
0.00356376394884258,"cg07804658"
0.00943319028522576,"cg05973262"
0.00321362228097989,"cg05797097"
-0.000473378882820541,"cg26782322"
0.000965296718380599,"cg14928764"
-0.00534723681320066,"cg11070176"
0.00558269732630863,"cg05523603"
0.000127867214762801,"cg22134325"
-0.0031606578613996,"cg13569987"
-0.00198892830648433,"cg00698126"
-0.00208210238145869,"cg11956467"
-0.000350162786909573,"cg23472153"
-0.00567258770290115,"cg19129839"
-1.19963433127831e-05,"cg12253931"
-0.000301082021320363,"cg27103436"
-0.000786101573084852,"cg02220129"
0.00820260440294104,"cg00594099"
-6.17591927377303e-06,"cg02152286"
0.0032197867593242,"cg20169734"
0.00652696517082671,"cg26162295"
0.000296000460373061,"cg19864487"
-0.000526671688138603,"cg13081498"
0.00162829122622821,"cg21733098"
-0.0269357448418655,"cg09554443"
-9.18498854198481e-05,"cg01566745"
-0.00432074712308876,"cg19494100"
-0.00192935483892169,"cg01389585"
-0.0108659696906963,"cg11588903"
-0.00438129522360424,"cg15679892"
-0.00155709800702144,"cg11795015"
-0.00341346219494589,"cg11653912"
0.033023470752493,"cg06192883"
0.00412527594735113,"cg15342087"
0.00512345645868263,"cg24872692"
0.00085587291487273,"cg07259660"
-0.00185408312498022,"cg04161365"
0.00313108255785723,"cg18750433"
-7.71618246327681e-06,"cg06192753"
0.0013708376739982,"cg10020083"
-0.00277384519383327,"cg04621020"
0.000809687059510533,"cg01191566"
0.000657306235048914,"cg16706260"
-0.00157973067375564,"cg02542440"
0.0126241932123401,"cg01751802"
0.00885378748233979,"cg09058317"
0.00160497561149995,"cg18093572"
0.00881404115997434,"cg23378546"
-0.000670497405562202,"cg10337956"
0.000982082778469735,"cg22024572"
0.000742493293054439,"cg21930118"
0.00135618985861331,"cg20344326"
-0.001606152628441,"cg07612615"
-0.00301240711388311,"cg00874605"
0.0153209222064588,"cg10398455"
0.000977967099467202,"cg02780787"
-0.000589103729606614,"cg16353254"
0.00223352205680022,"cg14640244"
0.0032930832936298,"cg09796170"
-0.00149805322836283,"cg17524250"
0.00118316289216123,"cg05728902"
0.000762080697221326,"cg04187668"
-0.00108901495449801,"cg23809103"
0.00340875311201476,"cg23097139"
-0.00384520540118295,"cg00520380"
-0.00158506948804877,"cg13619163"
-0.0035881721222738,"cg08135379"
0.00209640055908204,"cg14528451"
0.00247775616920601,"cg12367058"
-5.21262582559513e-06,"cg20666379"
-0.0100192279419185,"cg05418719"
-7.46875657977341e-05,"cg05122437"
0.000919991706955961,"cg01909921"
0.00150172289718261,"cg13761421"
0.00506725295967822,"cg03352402"
-0.00207323988315299,"cg15745273"
0.000967081965051513,"cg06221963"
3.81840113047278e-05,"cg19138478"
-0.00367156040094262,"cg04057106"
-0.00509076005240958,"cg04299495"
0.00280520254740575,"cg09827751"
-0.000293650526397994,"cg07207669"
0.0112683645116212,"cg20722088"
-0.000429266549581346,"cg05736378"
0.00048008114374224,"cg05839709"
-0.00170853420219539,"cg14380576"
-0.00210327670769004,"cg25020919"
-0.000175110363617908,"cg21690064"
-0.00496444755881383,"cg02376827"
-0.00127350860502378,"cg06018514"
0.0016159134466569,"cg03987192"
0.000294665773117807,"cg01368219"
-0.0046821351084505,"cg02062466"
-0.00201532354758003,"cg16742003"
-0.002993805402452,"cg09844687"
0.00490813194308341,"cg16902255"
0.00451964293411701,"cg12629349"
-0.01395848181203,"cg00169184"
0.0015219360972761,"cg03575041"
0.00136054892725023,"cg04583430"
-0.00300643677146819,"cg06191165"
0.00491195510254014,"cg10012920"
-0.000411233824366832,"cg13848405"
0.00116408758111552,"cg00327697"
0.000778514617536689,"cg07165167"
0.00168909356545497,"cg24740587"
0.00159519579220907,"cg16119772"
0.00428376029798548,"cg24998981"
-0.00291387723833096,"cg24555562"
-0.000109349720819225,"cg14538930"
0.0132329688527575,"cg16378261"
0.000834486850898386,"cg07218344"
0.000391580946036453,"cg23914694"
-0.00119888521657026,"cg04835971"
0.000846977514122553,"cg02486351"
-0.00250687290579372,"cg20409501"
0.000128629643700057,"cg07609206"
0.00579749398337042,"cg00134539"
-0.000164843569174344,"cg22911054"
0.000487607664576069,"cg22611504"
0.00438075766486203,"cg15965301"
0.0057230193609804,"cg18560551"
8.16669212975598e-05,"cg12913167"
-0.00052071784116207,"cg21469059"
-0.00133473314565838,"cg07438412"
0.00692922059152318,"cg15925571"
-0.000628126013630072,"cg20498637"
0.000859725620093855,"cg23280807"
0.00121045978411362,"cg12583199"
-0.00112478122549811,"cg13399203"
-0.00725217836410513,"cg16210842"
-0.00896474008987158,"cg03991807"
-0.000382140680745557,"cg02232641"
0.00105178559088776,"cg05376869"
-9.30365147087802e-05,"cg17462107"
0.00532744660859106,"cg16861964"
0.00021248134396473,"cg00974315"
0.00148652069345077,"cg19219750"
-0.000475276864892519,"cg14024823"
0.000638462773915344,"cg05490029"
-0.000241328236123387,"cg07989629"
0.000372884420870882,"cg13658208"
0.00744983969658707,"cg16472389"
0.00526437578809386,"cg06508879"
0.000550909638707534,"ch.7.52501384F"
