CpG,Weight
cg05455370,-3.47352906471504
cg11737941,-0.874637435730686
cg15912031,-3.80809345811491
cg02153814,-0.647900886006261
cg03480605,2.50507148409223
cg14565783,0.895715887748183
cg06965072,-0.592893537908575
cg02722613,0.49473993625462
cg06263372,0.303466960366408
cg11347139,1.96606540632133
cg04846574,-0.055758238751841
cg04876127,-0.761371565978358
cg08644023,-0.599124685802277
cg12361223,0.979718650181048
cg12662007,-3.00288594494473
cg14739664,-0.115640002585207
cg22859289,0.844325862184104
cg17191957,3.19074441362014
cg07175506,5.99407537733162
cg04412715,9.29892790373087
cg14519525,-4.55425213695915
cg12412089,0.513739032863798
cg11960711,2.86201670906357
cg10185767,0.61116070253589
cg14259179,-7.26407470821076
cg24374090,18.7261972608351
cg03796381,-4.63281075797831
cg16284742,0.124227278871132
cg24874638,0.014852446896405
cg03651054,0.252454499875553
cg16721265,-15.1612803975456
cg09404592,-8.55430538545546
cg06748522,3.93293059019749
cg22603450,0.0516343935280807
cg14842376,-3.3440575572797
cg05992904,0.285964430870564
cg07454192,4.8032592052599
cg05379324,-0.928269990608857
cg15996043,7.48407372112819
cg01052699,-1.31067514420212
cg09073539,-1.07290417302779
cg13485052,-7.41480449670687
cg22260762,-3.30149197076839
cg03970609,2.08723379179369
cg10317628,13.6656067721022
cg19671717,-5.63249069670976
cg02741548,-0.391756425764084
cg10231067,10.3253518386509
cg15067870,0.121763196836342
cg19565710,-26.2741305279025
cg04361015,-3.91055277728878
cg10160614,-3.08003467077635
cg15447479,0.947985033127892
cg16644510,0.554046332352179
cg00233633,-1.78263775663338
cg04305808,0.759288675340631
cg08358803,0.424199356566288
cg18180673,10.1985001156715
cg25027584,-1.63592319883091
cg12386614,-0.00638927748440165
cg18909525,2.70067966342349
cg09056223,3.81682262100979
cg07671805,4.16353623151821
cg13782134,0.0510267110367126
cg14736108,8.86192851606758
cg10238603,7.73818125666763
cg10469520,2.60847923484722
cg25661892,0.811218140308755
cg00954878,0.85783715250999
cg07711397,-0.249954555212445
cg15103564,-0.838954900462932
cg09448707,-10.506634968621
cg21265548,0.461908432331881
cg12737363,0.136108198354654
cg06177967,-3.7615360985794
cg02888971,1.05495601524273
cg25528199,-0.0267037041393839
cg02050426,-0.669269255164973
cg15893070,-2.84819310414897
cg03007524,-4.52555051581054
cg00187671,-0.26307899933609
cg26376280,0.286645557801012
cg24710480,-1.59473981248127
cg13627258,1.55118397203794
cg24126931,0.0760304566397219
cg00687135,0.913960708602148
cg08283408,1.74957848211533
cg04239009,-1.66346195727089
cg01314544,1.04880466470669
cg07698281,3.0269937812203
cg24822053,2.61542513432023
cg04153130,0.69803658108797
cg05369166,-6.76335780184021
cg19990402,6.42307283534091
cg13582960,13.0430355478057
cg08966188,0.289454972112729
cg04328219,-3.83423599620816
cg27249858,-3.18432659829456
cg09318248,6.39675090781135
cg27167221,-0.815531338909949
cg25855249,0.0862183728052374
cg08425203,-1.974516289799
cg04589649,6.75226761238966
cg02673002,0.0453443124591535
cg12529432,-11.737160954291
cg11355849,-2.39678779490783
cg18149119,-4.59348863937778
cg19630539,3.20946597331759
cg05522046,3.17640568446783
cg02147617,-0.772154277883165
cg04174410,4.11370203850074
cg26273211,2.14558457476414
cg19117777,12.2306915288631
cg24964364,5.38808813931858
cg09942743,-0.129255758343903
cg07976787,0.292618352129754
cg24251862,1.15482852281779
cg27165836,0.314998226593947
cg05129591,5.43088496108081
cg03247626,5.86279149952128
cg07520919,0.764745906528649
cg20580177,0.388579076204709
cg01588993,0.579524867397478
cg05855124,0.259752153015237
cg10504392,0.439943137014508
cg24803202,-1.89476422162163
cg25486615,0.0793223431555529
cg26688816,0.209666874694416
cg14396892,0.841741484217468
cg06908352,-0.108640980312488
cg16294363,0.587716896501805
cg02098786,-0.311865978515983
cg19509763,-3.49896402728818
cg00409356,-1.39039862594119
